Logger_ID,Date,Time_Stamp,1,2,3,4
R2,10/7/2019,16:03:21.1,23.5,24,25.5,27.99
R2,10/7/2019,16:03:22.0,23.5,24,25.5,27.99
R2,10/7/2019,16:03:23.0,23.5,24,25.5,28.31
R2,10/7/2019,16:03:23.1,23.5,24,25.5,27.99
R2,10/7/2019,16:03:24.0,23.5,24,25.5,28.31
R2,10/7/2019,16:03:24.1,23.5,24,25.25,28.31
R2,10/7/2019,16:03:25.0,23.5,24,25.25,27.99
R2,10/7/2019,16:03:25.1,23.75,24,25.5,28.31
R2,10/7/2019,16:03:26.0,23.5,24,25.25,28.31
R2,10/7/2019,16:03:26.1,23.5,24,25.5,28.31
R2,10/7/2019,16:03:27.0,23.5,24,25.5,28.31
R2,10/7/2019,16:03:27.1,23.5,24,25.5,28.31
R2,10/7/2019,16:03:28.0,23.75,24,25.5,27.99
R2,10/7/2019,16:03:29.0,23.75,24,25.5,27.99
R2,10/7/2019,16:03:29.1,23.5,24,25.5,27.99
R2,10/7/2019,16:03:30.0,23.75,24,25.75,27.99
R2,10/7/2019,16:03:30.1,23.5,24,25.75,28.31
R2,10/7/2019,16:03:31.0,23.75,24.25,25.75,28.63
R2,10/7/2019,16:03:31.1,23.75,24,25.75,27.99
R2,10/7/2019,16:03:32.0,23.5,24.25,25.5,27.99
R2,10/7/2019,16:03:32.1,23.75,24,25.75,27.99
R2,10/7/2019,16:03:33.0,23.5,24.25,25.5,28.63
R2,10/7/2019,16:03:34.0,23.5,24.25,25.75,27.99
R2,10/7/2019,16:03:34.1,23.5,24.25,25.75,28.31
R2,10/7/2019,16:03:35.0,23.5,24.25,25.75,27.99
R2,10/7/2019,16:03:35.1,23.5,24.5,25.75,28.31
R2,10/7/2019,16:03:36.0,23.75,24.5,25.75,27.99
R2,10/7/2019,16:03:36.1,23.75,24.5,26,27.99
R2,10/7/2019,16:03:37.0,23.75,24.5,26,28.31
R2,10/7/2019,16:03:37.1,23.75,24.5,26,27.99
R2,10/7/2019,16:03:38.0,23.75,24.5,26,28.31
R2,10/7/2019,16:03:38.1,23.75,24.5,26,28.31
R2,10/7/2019,16:03:39.0,23.75,24.5,26,27.99
R2,10/7/2019,16:03:40.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:03:40.1,23.75,24.5,26,28.31
R2,10/7/2019,16:03:41.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:03:41.1,23.75,24.25,26.25,27.99
R2,10/7/2019,16:03:42.0,23.75,24.25,26.25,28.31
R2,10/7/2019,16:03:42.1,23.75,24.25,26,28.31
R2,10/7/2019,16:03:43.0,23.75,24.25,26,28.31
R2,10/7/2019,16:03:43.1,23.75,24.25,26.25,28.31
R2,10/7/2019,16:03:44.0,23.75,24.25,26,27.99
R2,10/7/2019,16:03:44.1,23.5,24.25,26,28.31
R2,10/7/2019,16:03:45.0,23.5,24.25,26,27.99
R2,10/7/2019,16:03:45.1,23.75,24.25,26,27.99
R2,10/7/2019,16:03:46.0,23.75,24.5,26,27.99
R2,10/7/2019,16:03:47.0,23.5,24.25,26,27.99
R2,10/7/2019,16:03:47.1,23.5,24.5,26,28.31
R2,10/7/2019,16:03:48.0,23.75,24.5,26,27.99
R2,10/7/2019,16:03:48.1,23.75,24.5,26,28.31
R2,10/7/2019,16:03:49.0,23.75,24.5,26,27.99
R2,10/7/2019,16:03:49.1,23.5,24.5,26.25,27.99
R2,10/7/2019,16:03:50.0,23.5,24.5,26,27.99
R2,10/7/2019,16:03:50.1,23.5,24.5,26.25,27.67
R2,10/7/2019,16:03:51.0,23.5,24.5,26.25,27.99
R2,10/7/2019,16:03:51.1,23.5,24.5,26.25,27.99
R2,10/7/2019,16:03:52.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:03:53.0,23.5,24.5,26.25,27.67
R2,10/7/2019,16:03:53.1,23.5,24.5,26.25,27.67
R2,10/7/2019,16:03:54.0,23.5,24.5,26.25,27.99
R2,10/7/2019,16:03:54.1,23.5,24.5,26.25,27.99
R2,10/7/2019,16:03:55.0,23.5,24.5,26.25,28.31
R2,10/7/2019,16:03:55.1,23.5,24.5,26.25,27.99
R2,10/7/2019,16:03:56.0,23.5,24.5,26.25,27.99
R2,10/7/2019,16:03:56.1,23.5,24.75,26.25,27.99
R2,10/7/2019,16:03:57.0,23.5,24.75,26.25,28.31
R2,10/7/2019,16:03:57.1,23.75,24.5,26.25,27.99
R2,10/7/2019,16:03:58.0,23.5,24.5,26.25,28.31
R2,10/7/2019,16:03:58.1,23.75,24.5,26.25,28.31
R2,10/7/2019,16:03:59.0,23.75,24.5,26.25,27.67
